status,"convert(date,date)",sum(amount),count(trans_id),"count(distinct client_id)"
C,1998-03-23,317883,18,17
C,1998-03-24,372430,24,24
C,1998-03-25,480215,31,29
C,1998-03-26,242286,21,19
C,1998-03-27,508249,32,27
C,1998-03-28,463625,35,32
C,1998-03-29,342248,23,23
C,1998-03-30,453824,35,33
C,1998-03-31,596141.9000453949,870,402
C,1998-04-01,356043,28,28
C,1998-04-02,581206,36,30
C,1998-04-03,308118,23,23
C,1998-04-04,390262,25,22
C,1998-04-05,764334,68,67
C,1998-04-06,645660,65,62
C,1998-04-07,1138165,81,73
C,1998-04-08,868716,62,58
C,1998-04-09,580055,60,55
C,1998-04-10,677465,63,60
C,1998-04-11,831193,59,54
C,1998-04-12,1083949.8005371094,222,198
C,1998-04-13,653605,76,70
C,1998-04-14,551577,52,50
C,1998-04-15,766791,40,35
C,1998-04-16,363631,31,31
C,1998-04-17,453153,33,31
C,1998-04-18,450379,32,30
C,1998-04-19,489741,36,35
C,1998-04-20,253793,23,20
C,1998-04-21,454727,27,26
C,1998-04-22,386603,23,22
C,1998-04-23,325867,25,25
C,1998-04-24,350572,28,25
C,1998-04-25,317670,22,20
C,1998-04-26,384970,23,22
C,1998-04-27,425588,30,29
C,1998-04-28,342799,24,20
C,1998-04-29,683183,40,34
C,1998-04-30,449288.0001602173,871,403
C,1998-05-01,136519,14,14
C,1998-05-02,383504,33,33
C,1998-05-03,614291,41,35
C,1998-05-04,792464,43,36
C,1998-05-05,873895,77,70
C,1998-05-06,614580,62,59
C,1998-05-07,965782,80,75
C,1998-05-08,1037003,76,70
C,1998-05-09,739735,63,59
C,1998-05-10,606785,63,58
C,1998-05-11,773283,66,62
C,1998-05-12,1254114.5012207031,239,211
C,1998-05-13,666800,67,61
C,1998-05-14,442470,50,48
C,1998-05-15,304345,24,24
C,1998-05-16,384624,33,33
C,1998-05-17,372065,23,22
C,1998-05-18,265925,22,22
C,1998-05-19,520379,39,37
C,1998-05-20,271924,19,18
C,1998-05-21,405318,29,27
C,1998-05-22,558082,26,23
C,1998-05-23,631016,34,28
C,1998-05-24,279136,24,22
C,1998-05-25,574059,22,19
C,1998-05-26,328099,24,24
C,1998-05-27,422649,30,27
C,1998-05-28,449965,31,30
C,1998-05-29,285542,32,32
C,1998-05-30,437123,24,22
C,1998-05-31,369484.1000881195,868,403
C,1998-06-01,684859,40,37
C,1998-06-02,595818,37,33
C,1998-06-03,415410,27,26
C,1998-06-04,542622,37,34
C,1998-06-05,931696,65,56
C,1998-06-06,1189523,75,67
C,1998-06-07,1664834,104,92
C,1998-06-08,1275648,73,64
C,1998-06-09,970342.5,71,64
C,1998-06-10,1181640,77,69
C,1998-06-11,1107934,66,63
C,1998-06-12,1360897.8002929688,251,233
C,1998-06-13,1151805,78,71
C,1998-06-14,1188488,80,69
C,1998-06-15,632341,42,39
C,1998-06-16,669641,29,27
C,1998-06-17,357903,23,22
C,1998-06-18,709708,44,40
C,1998-06-19,449989,25,22
C,1998-06-20,341764,27,26
C,1998-06-21,559273,32,30
C,1998-06-22,683215,35,30
C,1998-06-23,587277,33,33
C,1998-06-24,729183,35,28
C,1998-06-25,516251,32,30
C,1998-06-26,854775,43,37
C,1998-06-27,574255,33,30
C,1998-06-28,435187,37,37
C,1998-06-29,555130,25,24
C,1998-06-30,538215.2001237869,878,403
C,1998-07-01,574876,35,32
C,1998-07-02,377558,32,30
C,1998-07-03,405049,27,25
C,1998-07-04,273685,21,21
C,1998-07-05,817754,75,69
C,1998-07-06,727389,57,54
C,1998-07-07,1005598,77,72
C,1998-07-08,977234,80,71
C,1998-07-09,804968,60,55
C,1998-07-10,881502,71,67
C,1998-07-11,520841,45,43
C,1998-07-12,1359836.1022949219,255,216
C,1998-07-13,784841,73,66
C,1998-07-14,835243,82,75
C,1998-07-15,453831,32,31
C,1998-07-16,161566,15,15
C,1998-07-17,465106,22,22
C,1998-07-18,549616,33,29
C,1998-07-19,362785,26,23
C,1998-07-20,372763,26,26
C,1998-07-21,227419,17,17
C,1998-07-22,325900,26,26
C,1998-07-23,297343,19,19
C,1998-07-24,405703,31,29
C,1998-07-25,510077,29,26
C,1998-07-26,323860,28,25
C,1998-07-27,254873,21,21
C,1998-07-28,284036,25,25
C,1998-07-29,178565,19,19
C,1998-07-30,310216,20,20
C,1998-07-31,677873.300142765,895,403
C,1998-08-01,266350,24,23
C,1998-08-02,459146,30,27
C,1998-08-03,556214,36,33
C,1998-08-04,342910,24,23
C,1998-08-05,767477,64,55
C,1998-08-06,579913,57,54
C,1998-08-07,956931,78,76
C,1998-08-08,759310,66,65
C,1998-08-09,714963,67,62
C,1998-08-10,832494,65,58
C,1998-08-11,696915,58,51
C,1998-08-12,1276211.6008300781,259,228
C,1998-08-13,811757,75,70
C,1998-08-14,657890,67,59
C,1998-08-15,370165,19,17
C,1998-08-16,339675,20,18
C,1998-08-17,545792,32,27
C,1998-08-18,578319,28,25
C,1998-08-19,403664,21,20
C,1998-08-20,260229,19,19
C,1998-08-21,211832,20,19
C,1998-08-22,508047,32,30
C,1998-08-23,396490,21,20
C,1998-08-24,350880,21,20
C,1998-08-25,420639,31,27
C,1998-08-26,321685,24,23
C,1998-08-27,534902,33,32
C,1998-08-28,236586,20,20
C,1998-08-29,622725,40,38
C,1998-08-30,356600,31,31
C,1998-08-31,679990.7001590729,885,403
C,1998-09-01,591645,27,24
C,1998-09-02,577765,33,30
C,1998-09-03,312453,28,25
C,1998-09-04,581958,31,28
C,1998-09-05,866653,72,68
C,1998-09-06,709725,67,61
C,1998-09-07,986338,77,71
C,1998-09-08,1063007,74,69
C,1998-09-09,873885,68,65
C,1998-09-10,693111,58,53
C,1998-09-11,775354,54,50
C,1998-09-12,1370448.7995605469,272,241
C,1998-09-13,740304,74,68
C,1998-09-14,830774,67,61
C,1998-09-15,525228,33,30
C,1998-09-16,466210,31,29
C,1998-09-17,373417,24,23
C,1998-09-18,426936,27,25
C,1998-09-19,468529,25,24
C,1998-09-20,402595,30,29
C,1998-09-21,465772,24,23
C,1998-09-22,397168,20,18
C,1998-09-23,340252,21,20
C,1998-09-24,410030,28,28
C,1998-09-25,337245,24,24
C,1998-09-26,428090,32,30
C,1998-09-27,549547,25,22
C,1998-09-28,520819,27,24
C,1998-09-29,409311,32,28
C,1998-09-30,584825.8000259399,887,403
C,1998-10-01,487099,26,21
C,1998-10-02,521446,27,24
C,1998-10-03,274572,24,23
C,1998-10-04,338321,25,25
C,1998-10-05,859953,67,63
C,1998-10-06,622105,60,56
C,1998-10-07,1115378,79,71
C,1998-10-08,938331,68,62
C,1998-10-09,693398,65,63
C,1998-10-10,662607,58,55
C,1998-10-11,678853,57,53
C,1998-10-12,1493653.0014648438,270,241
C,1998-10-13,837147,73,70
C,1998-10-14,731173,63,54
C,1998-10-15,301216,18,17
C,1998-10-16,545535,31,29
C,1998-10-17,330162,24,23
C,1998-10-18,393836,25,25
C,1998-10-19,107041,11,11
C,1998-10-20,648721,37,33
C,1998-10-21,375868,23,22
C,1998-10-22,380734,24,21
C,1998-10-23,452705,24,22
C,1998-10-24,391865,30,28
C,1998-10-25,487754,34,32
C,1998-10-26,338326,24,24
C,1998-10-27,517686,23,22
C,1998-10-28,267336,20,18
C,1998-10-29,570551,38,34
C,1998-10-30,353261,26,23
C,1998-10-31,721598.4000205994,883,403
C,1998-11-01,312396,23,21
C,1998-11-02,376781,29,27
C,1998-11-03,375463,28,26
C,1998-11-04,273160,19,18
C,1998-11-05,856530,74,68
C,1998-11-06,718282,66,62
C,1998-11-07,1011664,82,76
C,1998-11-08,1181467,76,68
C,1998-11-09,615890,57,53
C,1998-11-10,723914,62,56
C,1998-11-11,764005,57,55
C,1998-11-12,1392325.4016113281,269,235
C,1998-11-13,760103,75,72
C,1998-11-14,726052,63,59
C,1998-11-15,388675,31,29
C,1998-11-16,193014,17,17
C,1998-11-17,505615,33,29
C,1998-11-18,299907,15,13
C,1998-11-19,386826,25,24
C,1998-11-20,337229,25,24
C,1998-11-21,421451,20,19
C,1998-11-22,497902,29,25
C,1998-11-23,211682,25,25
C,1998-11-24,555398,28,25
C,1998-11-25,334635,27,27
C,1998-11-26,380118,24,23
C,1998-11-27,364636,23,20
C,1998-11-28,356270,26,23
C,1998-11-29,345987,25,25
C,1998-11-30,536090.0000305176,879,403
C,1998-12-01,419362,38,37
C,1998-12-02,427746,37,31
C,1998-12-03,622639,42,37
C,1998-12-04,333735,25,23
C,1998-12-05,1191328,71,64
C,1998-12-06,1129835,79,71
C,1998-12-07,1600722,97,90
C,1998-12-08,1293645,72,66
C,1998-12-09,1209228,79,73
C,1998-12-10,832946.5,61,57
C,1998-12-11,1193386.5,75,68
C,1998-12-12,1561915.1018066406,287,251
C,1998-12-13,882340,76,70
C,1998-12-14,1071348,73,65
C,1998-12-15,478598,37,34
C,1998-12-16,239803,28,25
C,1998-12-17,606757,43,39
C,1998-12-18,336637,29,25
C,1998-12-19,567268,36,35
C,1998-12-20,238513,29,29
C,1998-12-21,418835,27,23
C,1998-12-22,431812,29,25
C,1998-12-23,346608,40,38
C,1998-12-24,356336,29,29
C,1998-12-25,449015,34,30
C,1998-12-26,356022,25,24
C,1998-12-27,508584,31,28
C,1998-12-28,273799,22,21
C,1998-12-29,268782,23,21
C,1998-12-30,191658,19,18
C,1998-12-31,92528.30004501343,448,400
D,1993-03-24,800,1,1
D,1993-04-23,5300,1,1
D,1993-04-30,16.700000762939453,1,1
D,1993-05-31,62.5,1,1
D,1993-06-08,300,1,1
D,1993-06-09,13352,1,1
D,1993-06-22,6700,1,1
D,1993-06-30,82,1,1
D,1993-07-08,10800,1,1
D,1993-07-09,8901,1,1
D,1993-07-20,500,1,1
D,1993-07-22,9500,1,1
D,1993-07-31,126.9000015258789,1,1
D,1993-08-09,7200,1,1
D,1993-08-10,6600,1,1
D,1993-08-12,9615,1,1
D,1993-08-19,4900,1,1
D,1993-08-21,3520,2,1
D,1993-08-29,900,1,1
D,1993-08-31,147.2000026702881,3,2
D,1993-09-06,5200,1,1
D,1993-09-07,14037,1,1
D,1993-09-08,5600,1,1
D,1993-09-09,17200,2,2
D,1993-09-12,9615,1,1
D,1993-09-18,1200,1,1
D,1993-09-20,1200,1,1
D,1993-09-30,202.00000381469727,5,3
D,1993-10-02,21538,1,1
D,1993-10-05,13789,1,1
D,1993-10-07,14037,1,1
D,1993-10-09,14401,2,2
D,1993-10-12,9615,1,1
D,1993-10-15,7500,1,1
D,1993-10-18,5100,1,1
D,1993-10-20,5100,1,1
D,1993-10-28,3100,1,1
D,1993-10-29,1080,1,1
D,1993-10-31,588.800012588501,7,5
D,1993-11-03,4600,1,1
D,1993-11-05,14789,2,2
D,1993-11-06,2520,1,1
D,1993-11-07,14037,1,1
D,1993-11-10,17259,1,1
D,1993-11-12,9615,1,1
D,1993-11-13,5998,1,1
D,1993-11-16,24257,1,1
D,1993-11-17,4400,1,1
D,1993-11-19,4000,1,1
D,1993-11-27,7600,1,1
D,1993-11-29,900,1,1
D,1993-11-30,14412.599979400635,9,5
D,1993-12-04,7200,2,2
D,1993-12-05,20684,1,1
D,1993-12-07,21056,1,1
D,1993-12-09,13352,1,1
D,1993-12-11,4600,1,1
D,1993-12-12,14422.5,1,1
D,1993-12-14,3300,1,1
D,1993-12-15,21387,1,1
D,1993-12-17,12600,1,1
D,1993-12-19,3300,2,2
D,1993-12-20,19612,1,1
D,1993-12-22,2720,1,1
D,1993-12-25,25563,2,2
D,1993-12-27,15800,1,1
D,1993-12-29,300,1,1
D,1993-12-30,3300,1,1
D,1993-12-31,1022.6999750137329,10,6
D,1994-01-02,2000,1,1
D,1994-01-03,6700,1,1
D,1994-01-04,2600,1,1
D,1994-01-06,12900,2,2
D,1994-01-07,18917,3,3
D,1994-01-09,35425,3,2
D,1994-01-10,720,1,1
D,1994-01-12,15135,4,2
D,1994-01-13,19453,2,2
D,1994-01-14,3000,1,1
D,1994-01-16,6800,1,1
D,1994-01-17,6080,2,2
D,1994-01-18,5400,2,1
D,1994-01-19,6660,3,3
D,1994-01-20,15900,2,2
D,1994-01-21,7773,1,1
D,1994-01-22,3900,1,1
D,1994-01-24,16000,2,2
D,1994-01-25,11033,1,1
D,1994-01-26,7620,3,2
D,1994-01-27,2900,1,1
D,1994-01-28,21620,3,3
D,1994-01-29,1320,1,1
D,1994-01-30,1440,1,1
D,1994-01-31,3028.999993085861,14,7
D,1994-02-01,5400,1,1
D,1994-02-03,23600,1,1
D,1994-02-05,14478,2,2
D,1994-02-07,14037,1,1
D,1994-02-09,14701,2,1
D,1994-02-12,9615,1,1
D,1994-02-13,4653,1,1
D,1994-02-15,2200,1,1
D,1994-02-17,27012,2,2
D,1994-02-18,4320,1,1
D,1994-02-20,2300,1,1
D,1994-02-21,44246,1,1
D,1994-02-23,5100,1,1
D,1994-02-25,11480,2,2
D,1994-02-27,27900,3,3
D,1994-02-28,1182.6000003814697,15,7
D,1994-03-01,5900,1,1
D,1994-03-02,89956,2,1
D,1994-03-05,689,1,1
D,1994-03-06,2439,1,1
D,1994-03-07,15117,2,1
D,1994-03-09,9787,2,2
D,1994-03-10,4000,1,1
D,1994-03-12,9615,1,1
D,1994-03-13,4653,1,1
D,1994-03-15,4300,1,1
D,1994-03-17,2500,1,1
D,1994-03-18,47050,1,1
D,1994-03-19,5500,1,1
D,1994-03-23,9000,1,1
D,1994-03-24,9065,1,1
D,1994-03-26,18110,1,1
D,1994-03-27,21771,2,2
D,1994-03-28,32045,2,2
D,1994-03-29,49795,2,2
D,1994-03-30,10200,1,1
D,1994-03-31,1233.2999839782715,15,7
D,1994-04-02,9152,1,1
D,1994-04-04,47100,2,2
D,1994-04-05,23489,2,2
D,1994-04-06,2439,1,1
D,1994-04-07,16137,2,2
D,1994-04-10,60628,2,2
D,1994-04-12,10815,2,1
D,1994-04-13,8153,2,2
D,1994-04-14,11420,2,1
D,1994-04-16,30541,3,3
D,1994-04-17,17330,1,1
D,1994-04-18,1800,1,1
D,1994-04-20,10573,1,1
D,1994-04-22,1600,1,1
D,1994-04-24,24649,2,2
D,1994-04-26,3700,1,1
D,1994-04-28,26900,1,1
D,1994-04-30,22077.40001296997,16,7
D,1994-05-01,18444,2,2
D,1994-05-02,9000,1,1
D,1994-05-05,13789,1,1
D,1994-05-06,2439,1,1
D,1994-05-07,14037,1,1
D,1994-05-08,2000,1,1
D,1994-05-09,886,1,1
D,1994-05-12,20502,3,3
D,1994-05-13,19550,3,3
D,1994-05-15,5700,1,1
D,1994-05-16,8900,1,1
D,1994-05-18,1700,1,1
D,1994-05-19,11400,1,1
D,1994-05-20,36802,3,3
D,1994-05-22,11100,1,1
D,1994-05-23,9900,1,1
D,1994-05-24,9900,1,1
D,1994-05-26,25514,2,2
D,1994-05-28,21400,1,1
D,1994-05-29,5422,1,1
D,1994-05-30,14700,2,2
D,1994-05-31,9233.09998703003,16,7
D,1994-06-03,2500,1,1
D,1994-06-05,20684,1,1
D,1994-06-06,57395,3,2
D,1994-06-07,50880,2,2
D,1994-06-08,20848,1,1
D,1994-06-09,14238,2,2
D,1994-06-11,2300,1,1
D,1994-06-12,25599,2,2
D,1994-06-13,12150,2,2
D,1994-06-14,33300,1,1
D,1994-06-15,21700,3,3
D,1994-06-16,5800,1,1
D,1994-06-17,4100,2,2
D,1994-06-19,4500,1,1
D,1994-06-22,26221,1,1
D,1994-06-25,15900,2,2
D,1994-06-27,21400,2,2
D,1994-06-28,15600,1,1
D,1994-06-30,6275.2000160217285,17,7
D,1994-07-03,43533,3,3
D,1994-07-04,25152,2,2
D,1994-07-05,13789,1,1
D,1994-07-06,2439,1,1
D,1994-07-07,14037,1,1
D,1994-07-08,5962,2,2
D,1994-07-09,19587,3,3
D,1994-07-12,6000,1,1
D,1994-07-13,59607,3,3
D,1994-07-14,13990,1,1
D,1994-07-15,24600,2,2
D,1994-07-17,11000,3,3
D,1994-07-19,7200,1,1
D,1994-07-25,5900,2,2
D,1994-07-26,77363,2,1
D,1994-07-27,21100,1,1
D,1994-07-29,12609,1,1
D,1994-07-31,17636.29998779297,20,9
D,1994-08-01,700,1,1
D,1994-08-02,20700,1,1
D,1994-08-03,17231,2,2
D,1994-08-04,12600,2,2
D,1994-08-05,2800,1,1
D,1994-08-06,4139,2,2
D,1994-08-07,14037,1,1
D,1994-08-08,4700,1,1
D,1994-08-11,500,1,1
D,1994-08-12,4201.2001953125,1,1
D,1994-08-13,12150,2,2
D,1994-08-14,34600,2,2
D,1994-08-15,8200,1,1
D,1994-08-16,1400,1,1
D,1994-08-20,2700,1,1
D,1994-08-23,12931,1,1
D,1994-08-24,2700,2,2
D,1994-08-26,14600,1,1
D,1994-08-29,15043,1,1
D,1994-08-31,11820.100009918213,20,10
D,1994-09-01,7700,1,1
D,1994-09-04,1500,1,1
D,1994-09-05,42205,5,4
D,1994-09-06,2439,1,1
D,1994-09-07,45046,2,2
D,1994-09-08,1400,1,1
D,1994-09-09,9787,2,2
D,1994-09-10,19640,2,2
D,1994-09-11,9400,1,1
D,1994-09-12,4201.2001953125,1,1
D,1994-09-13,12150,2,2
D,1994-09-14,31880,1,1
D,1994-09-15,4900,1,1
D,1994-09-16,11627,2,2
D,1994-09-17,23226,1,1
D,1994-09-19,5800,1,1
D,1994-09-23,4200,2,2
D,1994-09-25,7400,1,1
D,1994-09-27,70135,4,3
D,1994-09-30,10366.10000038147,21,10
D,1994-10-01,17100,1,1
D,1994-10-04,62557,4,3
D,1994-10-05,39583,4,3
D,1994-10-06,15639,2,2
D,1994-10-07,14037,1,1
D,1994-10-08,15662,1,1
D,1994-10-10,5700,1,1
D,1994-10-11,1700,1,1
D,1994-10-13,18353,3,3
D,1994-10-14,21097,1,1
D,1994-10-15,2300,1,1
D,1994-10-16,2900,1,1
D,1994-10-17,6800,2,2
D,1994-10-19,7724,1,1
D,1994-10-23,20000,2,2
D,1994-10-24,47200,2,1
D,1994-10-25,11900,1,1
D,1994-10-26,3300,1,1
D,1994-10-28,14510,2,2
D,1994-10-30,10200,1,1
D,1994-10-31,13767.100008010864,21,10
D,1994-11-03,11900,1,1
D,1994-11-04,6200,1,1
D,1994-11-05,13789,1,1
D,1994-11-06,2439,1,1
D,1994-11-07,14037,1,1
D,1994-11-08,2100,1,1
D,1994-11-09,400,1,1
D,1994-11-12,40009.2001953125,4,3
D,1994-11-13,4653,1,1
D,1994-11-14,2300,1,1
D,1994-11-16,34576,3,3
D,1994-11-17,1000,1,1
D,1994-11-20,16688,2,2
D,1994-11-21,12200,2,2
D,1994-11-22,7100,2,2
D,1994-11-23,91202,3,3
D,1994-11-24,52929,2,2
D,1994-11-25,20877,1,1
D,1994-11-28,7200,1,1
D,1994-11-29,35061,2,2
D,1994-11-30,19491.399984419346,24,11
D,1994-12-01,13220,2,2
D,1994-12-02,4800,1,1
D,1994-12-03,15800,2,2
D,1994-12-05,21373,2,2
D,1994-12-06,2439,1,1
D,1994-12-07,21056,1,1
D,1994-12-08,11500,2,2
D,1994-12-09,14238,2,2
D,1994-12-11,3700,2,2
D,1994-12-12,35423.7001953125,4,3
D,1994-12-13,4653,1,1
D,1994-12-16,1700,1,1
D,1994-12-17,33000,1,1
D,1994-12-18,5160,1,1
D,1994-12-19,15120,3,3
D,1994-12-21,27354,1,1
D,1994-12-22,33900,2,2
D,1994-12-23,6300,1,1
D,1994-12-24,7600,1,1
D,1994-12-25,30293,1,1
D,1994-12-27,16195,1,1
D,1994-12-28,4500,1,1
D,1994-12-29,39869,3,3
D,1994-12-30,2100,1,1
D,1994-12-31,1808.2000346183777,23,11
D,1995-01-01,2400,1,1
D,1995-01-02,17500,2,2
D,1995-01-03,55874,4,4
D,1995-01-04,105082,5,3
D,1995-01-05,58188,3,2
D,1995-01-06,2439,1,1
D,1995-01-07,29425,6,3
D,1995-01-08,13400,2,1
D,1995-01-09,9787,2,2
D,1995-01-10,16460,4,4
D,1995-01-11,18400,3,3
D,1995-01-12,40622.000244140625,7,5
D,1995-01-13,15461,3,3
D,1995-01-14,2200,1,1
D,1995-01-15,6000,1,1
D,1995-01-16,27900,2,2
D,1995-01-17,17094,3,3
D,1995-01-18,32400,2,2
D,1995-01-19,3000,2,1
D,1995-01-20,14400,2,2
D,1995-01-21,22400,3,3
D,1995-01-22,16005,1,1
D,1995-01-23,28100,4,4
D,1995-01-24,4800,1,1
D,1995-01-25,16020,4,3
D,1995-01-26,39396,6,5
D,1995-01-27,2160,1,1
D,1995-01-28,14092,2,2
D,1995-01-29,27340,5,3
D,1995-01-31,39262.500012636185,28,12
D,1995-02-01,46067,3,3
D,1995-02-03,5673,1,1
D,1995-02-04,41894,1,1
D,1995-02-05,14478,2,2
D,1995-02-06,9739,2,2
D,1995-02-07,19337,2,2
D,1995-02-08,30776,1,1
D,1995-02-09,22701,3,3
D,1995-02-10,6320,2,2
D,1995-02-11,9100,2,2
D,1995-02-12,28944.10009765625,6,5
D,1995-02-13,13891,2,2
D,1995-02-14,18335,1,1
D,1995-02-15,10200,1,1
D,1995-02-16,38675,2,2
D,1995-02-20,43260,4,4
D,1995-02-21,104565,3,2
D,1995-02-22,8200,1,1
D,1995-02-24,30450,3,3
D,1995-02-26,35738,2,1
D,1995-02-27,42794,3,3
D,1995-02-28,97466.59999504685,31,12
D,1995-03-03,7800,1,1
D,1995-03-04,10400,2,2
D,1995-03-05,20178,3,3
D,1995-03-06,2439,1,1
D,1995-03-07,14037,1,1
D,1995-03-09,3386,2,2
D,1995-03-11,38178,2,2
D,1995-03-12,120638.10009765625,10,6
D,1995-03-13,9030,2,2
D,1995-03-14,99564,3,2
D,1995-03-16,8954,1,1
D,1995-03-17,11100,1,1
D,1995-03-20,46379,1,1
D,1995-03-22,68110,4,4
D,1995-03-23,13923,1,1
D,1995-03-24,78025,3,2
D,1995-03-26,25400,1,1
D,1995-03-29,16400,1,1
D,1995-03-30,15200,1,1
D,1995-03-31,2403.3000164031982,25,12
D,1995-04-01,6900,1,1
D,1995-04-02,15400,1,1
D,1995-04-05,32582,2,2
D,1995-04-06,41500,2,2
D,1995-04-07,14037,1,1
D,1995-04-08,31068,2,2
D,1995-04-09,8901,1,1
D,1995-04-11,40800,3,3
D,1995-04-12,16657.10009765625,5,5
D,1995-04-13,8853,2,2
D,1995-04-15,10694,1,1
D,1995-04-16,17900,2,2
D,1995-04-18,17747,1,1
D,1995-04-19,48532,3,2
D,1995-04-20,31994,1,1
D,1995-04-21,26400,3,3
D,1995-04-23,15100,1,1
D,1995-04-24,23239,1,1
D,1995-04-25,26900,2,2
D,1995-04-27,22232,3,3
D,1995-04-28,13600,1,1
D,1995-04-29,116075,4,3
D,1995-04-30,8840.199986457825,27,12
D,1995-05-02,87999,3,2
D,1995-05-03,13691,1,1
D,1995-05-04,8100,1,1
D,1995-05-05,14478,2,2
D,1995-05-06,2439,1,1
D,1995-05-07,14037,1,1
D,1995-05-08,14500,1,1
D,1995-05-09,24003,1,1
D,1995-05-11,30600,2,2
D,1995-05-12,19156.400146484375,5,4
D,1995-05-13,18250,3,3
D,1995-05-14,2600,1,1
D,1995-05-15,36637,1,1
D,1995-05-16,10600,1,1
D,1995-05-17,71387,2,2
D,1995-05-20,19762,1,1
D,1995-05-21,52148,3,3
D,1995-05-22,20263,1,1
D,1995-05-23,3700,1,1
D,1995-05-25,28800,2,2
D,1995-05-28,49965,2,2
D,1995-05-29,31300,2,2
D,1995-05-30,10800,1,1
D,1995-05-31,8873.10000872612,28,12
D,1995-06-01,36102,2,2
D,1995-06-04,78142,4,3
D,1995-06-05,35473,3,3
D,1995-06-07,22350,2,2
D,1995-06-09,45723,4,4
D,1995-06-10,57338,3,3
D,1995-06-12,10889.699951171875,4,4
D,1995-06-13,49546,3,3
D,1995-06-15,20412,2,2
D,1995-06-18,64931,3,3
D,1995-06-19,32700,1,1
D,1995-06-20,26000,2,2
D,1995-06-22,10331,2,2
D,1995-06-23,11006,4,4
D,1995-06-24,31862,2,2
D,1995-06-26,8600,1,1
D,1995-06-27,14600,1,1
D,1995-06-28,5200,1,1
D,1995-06-30,24130.700008012354,28,12
D,1995-07-01,15700,1,1
D,1995-07-02,30847,3,3
D,1995-07-04,18795,1,1
D,1995-07-05,689,1,1
D,1995-07-06,2439,1,1
D,1995-07-07,4800,1,1
D,1995-07-08,8234,1,1
D,1995-07-09,37449,2,2
D,1995-07-10,12400,2,2
D,1995-07-11,10801,1,1
D,1995-07-12,30119.89990234375,6,5
D,1995-07-13,18650,3,3
D,1995-07-14,3000,1,1
D,1995-07-15,23784,2,2
D,1995-07-20,15400,2,2
D,1995-07-21,84598,2,2
D,1995-07-22,12300,1,1
D,1995-07-24,28166,2,1
D,1995-07-26,16609,1,1
D,1995-07-27,19700,1,1
D,1995-07-28,93009,4,2
D,1995-07-31,14702.300016403198,29,13
D,1995-08-01,49946,3,3
D,1995-08-03,12607,1,1
D,1995-08-04,9100,1,1
D,1995-08-05,14478,2,2
D,1995-08-06,14039,2,2
D,1995-08-07,84159,2,1
D,1995-08-08,7300,1,1
D,1995-08-09,18801,2,2
D,1995-08-10,5900,1,1
D,1995-08-12,17681.000244140625,4,4
D,1995-08-13,12150,2,2
D,1995-08-14,9100,1,1
D,1995-08-16,68406,3,3
D,1995-08-17,24482,1,1
D,1995-08-18,21258,2,2
D,1995-08-19,31600,3,3
D,1995-08-21,9900,1,1
D,1995-08-22,47031,1,1
D,1995-08-23,45994,2,2
D,1995-08-26,3800,1,1
D,1995-08-27,28000,2,2
D,1995-08-28,20840,1,1
D,1995-08-29,43941,1,1
D,1995-08-30,36792,3,3
D,1995-08-31,5837.100008010864,29,13
D,1995-09-01,22337,1,1
D,1995-09-02,24410,3,3
D,1995-09-05,85510,2,2
D,1995-09-06,2439,1,1
D,1995-09-08,5400,1,1
D,1995-09-09,14001,2,2
D,1995-09-10,8340,2,2
D,1995-09-11,7800,1,1
D,1995-09-12,16625.400146484375,4,4
D,1995-09-13,75794,5,5
D,1995-09-14,10800,1,1
D,1995-09-16,11339,3,2
D,1995-09-17,12400,1,1
D,1995-09-18,41300,2,2
D,1995-09-20,21600,2,2
D,1995-09-22,42100,2,2
D,1995-09-23,82502,3,3
D,1995-09-25,100,1,1
D,1995-09-26,15200,2,2
D,1995-09-28,9521,1,1
D,1995-09-29,23800,2,2
D,1995-09-30,2804.5999813079834,33,16
D,1995-10-02,33992,2,2
D,1995-10-03,13219,2,2
D,1995-10-04,45730,2,1
D,1995-10-05,54214,3,3
D,1995-10-06,2439,1,1
D,1995-10-07,17460,2,2
D,1995-10-08,7300,2,2
D,1995-10-10,12213,2,2
D,1995-10-11,13100,1,1
D,1995-10-12,18910.199951171875,4,3
D,1995-10-13,21050,3,3
D,1995-10-14,45721,1,1
D,1995-10-17,30600,1,1
D,1995-10-18,21100,2,2
D,1995-10-20,48623,5,5
D,1995-10-21,16453,1,1
D,1995-10-22,24600,1,1
D,1995-10-24,27901,2,2
D,1995-10-25,22800,1,1
D,1995-10-26,37900,2,2
D,1995-10-28,80413,3,3
D,1995-10-29,26700,2,2
D,1995-10-30,29823,1,1
D,1995-10-31,56402.49999809265,36,17
D,1995-11-01,18841,2,2
D,1995-11-02,23356,1,1
D,1995-11-04,100,1,1
D,1995-11-05,53614,3,3
D,1995-11-06,2439,1,1
D,1995-11-07,26420,3,3
D,1995-11-08,44741,2,2
D,1995-11-09,10087,3,2
D,1995-11-10,32966,2,2
D,1995-11-11,24573,2,2
D,1995-11-12,32691.400146484375,6,5
D,1995-11-13,12150,2,2
D,1995-11-14,61340,2,2
D,1995-11-16,38400,1,1
D,1995-11-17,24300,2,2
D,1995-11-19,71652,3,3
D,1995-11-20,11700,1,1
D,1995-11-21,87524,3,2
D,1995-11-22,700,1,1
D,1995-11-23,20840,2,2
D,1995-11-24,17000,1,1
